185450.703125,1,1000000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 08:42:29 PST 2020)
213057.593750,2,1000000,zipf,0,@TAG@
183127.812500,4,1000000,zipf,0,@TAG@
147204.281250,8,1000000,zipf,0,@TAG@
<<<<<<<<< (Tue Nov  3 08:42:29 PST 2020)
>>>>>>>>> (Tue Nov  3 08:50:05 PST 2020)
147204.281250,8,1000000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 08:51:00 PST 2020)
133232.500000,1,1000000,zipf,50,@TAG@
178422.390625,2,1000000,zipf,50,@TAG@
186355.000000,4,1000000,zipf,50,@TAG@
132390.906250,8,1000000,zipf,50,@TAG@
173932.406250,1,1000000,zipf,5,@TAG@
207931.109375,2,1000000,zipf,5,@TAG@
181544.906250,4,1000000,zipf,5,@TAG@
143021.812500,8,1000000,zipf,5,@TAG@
186205.703125,1,1000000,zipf,0,@TAG@
208674.531250,2,1000000,zipf,0,@TAG@
181332.796875,4,1000000,zipf,0,@TAG@
147214.875000,8,1000000,zipf,0,@TAG@
<<<<<<<<< (Tue Nov  3 08:51:00 PST 2020)
>>>>>>>>> (Tue Nov  3 10:15:39 PST 2020)
158334.703125,8,100000,zipf,0,@TAG@
156048.000000,8,100000,zipf,0,@TAG@
153641.687500,8,100000,zipf,0,@TAG@
156047.203125,8,100000,zipf,0,@TAG@
160967.000000,8,100000,zipf,0,@TAG@
144872.000000,8,100000,zipf,0,@TAG@
158200.296875,8,100000,zipf,0,@TAG@
151117.093750,8,100000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 10:23:15 PST 2020)
178037.296875,1,1000000,zipf,50,@TAG@
190761.000000,2,1000000,zipf,50,@TAG@
187615.437500,4,1000000,zipf,50,@TAG@
150927.093750,8,1000000,zipf,50,@TAG@
185313.203125,1,1000000,zipf,5,@TAG@
197038.187500,2,1000000,zipf,5,@TAG@
189072.906250,4,1000000,zipf,5,@TAG@
142232.687500,8,1000000,zipf,5,@TAG@
182334.203125,1,1000000,zipf,0,@TAG@
215477.593750,2,1000000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 10:33:26 PST 2020)
>>>>>>>>> (Tue Nov  3 10:41:04 PST 2020)
>>>>>>>>> (Tue Nov  3 10:44:22 PST 2020)
<<<<<<<<< (Tue Nov  3 10:44:22 PST 2020)
>>>>>>>>> (Tue Nov  3 12:43:40 PST 2020)
>>>>>>>>> (Tue Nov  3 13:09:13 PST 2020)
>>>>>>>>> (Tue Nov  3 13:10:48 PST 2020)
>>>>>>>>> (Tue Nov  3 13:16:56 PST 2020)
>>>>>>>>> (Tue Nov  3 13:17:46 PST 2020)
153256.187500,8,100000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 13:19:19 PST 2020)
157329.093750,8,100000,zipf,0,@TAG@
156316.890625,8,100000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 13:21:26 PST 2020)
>>>>>>>>> (Tue Nov  3 13:21:54 PST 2020)
>>>>>>>>> (Tue Nov  3 13:22:34 PST 2020)
>>>>>>>>> (Tue Nov  3 13:23:40 PST 2020)
1995081.250000,8,100000,zipf,0,@TAG@
>>>>>>>>> (Tue Nov  3 13:24:51 PST 2020)
>>>>>>>>> (Tue Nov  3 13:26:38 PST 2020)
>>>>>>>>> (Tue Nov  3 13:56:40 PST 2020)
>>>>>>>>> (Tue Nov  3 13:58:30 PST 2020)
281602.812500,1,100000,zipf,50,@TAG@
511098.312500,2,100000,zipf,50,@TAG@
865771.312500,4,100000,zipf,50,@TAG@
1495300.375000,8,100000,zipf,50,@TAG@
288794.000000,1,100000,zipf,5,@TAG@
548318.875000,2,100000,zipf,5,@TAG@
>>>>>>>>> (Tue Nov  3 14:04:41 PST 2020)
282476.593750,1,100000,zipf,50,@TAG@
>>>>>>>>> (Tue Nov  3 14:06:35 PST 2020)
279578.093750,1,100,zipf,50,@TAG@
491069.406250,2,100,zipf,50,@TAG@
837071.250000,4,100,zipf,50,@TAG@
1448130.250000,8,100,zipf,50,@TAG@
291084.687500,1,100,zipf,5,@TAG@
559509.375000,2,100,zipf,5,@TAG@
1060687.625000,4,100,zipf,5,@TAG@
1982576.000000,8,100,zipf,5,@TAG@
286965.500000,1,100,zipf,0,@TAG@
545826.750000,2,100,zipf,0,@TAG@
1075795.750000,4,100,zipf,0,@TAG@
1988200.500000,8,100,zipf,0,@TAG@
276093.000000,1,1000,zipf,50,@TAG@
489025.000000,2,1000,zipf,50,@TAG@
838322.000000,4,1000,zipf,50,@TAG@
1450943.375000,8,1000,zipf,50,@TAG@
294246.781250,1,1000,zipf,5,@TAG@
553742.000000,2,1000,zipf,5,@TAG@
1062829.750000,4,1000,zipf,5,@TAG@
1852605.250000,8,1000,zipf,5,@TAG@
284209.500000,1,1000,zipf,0,@TAG@
533781.312500,2,1000,zipf,0,@TAG@
955310.000000,4,1000,zipf,0,@TAG@
1971754.750000,8,1000,zipf,0,@TAG@
281340.500000,1,10000,zipf,50,@TAG@
486619.000000,2,10000,zipf,50,@TAG@
826139.750000,4,10000,zipf,50,@TAG@
1645733.500000,8,10000,zipf,50,@TAG@
291048.718750,1,10000,zipf,5,@TAG@
556812.937500,2,10000,zipf,5,@TAG@
1073146.375000,4,10000,zipf,5,@TAG@
1984870.375000,8,10000,zipf,5,@TAG@
286383.000000,1,10000,zipf,0,@TAG@
522124.687500,2,10000,zipf,0,@TAG@
985692.062500,4,10000,zipf,0,@TAG@
1805571.625000,8,10000,zipf,0,@TAG@
281956.500000,1,100000,zipf,50,@TAG@
507203.875000,2,100000,zipf,50,@TAG@
291723.500000,1,100000,zipf,5,@TAG@
559844.437500,2,100000,zipf,5,@TAG@
286155.906250,1,100000,zipf,0,@TAG@
522146.906250,2,100000,zipf,0,@TAG@
<<<<<<<<< (Tue Nov  3 14:06:35 PST 2020)
>>>>>>>>> (Tue Nov  3 15:12:04 PST 2020)
282693.218750,1,100000,zipf,50,@TAG@
500156.312500,2,100000,zipf,50,@TAG@
858209.437500,4,100000,zipf,50,@TAG@
291541.593750,1,100000,zipf,5,@TAG@
558395.187500,2,100000,zipf,5,@TAG@
286116.687500,1,100000,zipf,0,@TAG@
521563.718750,2,100000,zipf,0,@TAG@
<<<<<<<<< (Tue Nov  3 15:12:04 PST 2020)
